2017-03-31,FFTY,1500000,25.623200,0.000000
2017-03-31,FGD,15500002,24.440600,0.000000
2017-03-31,FGM,3700002,39.390000,0.000000
2017-03-31,FHK,250002,36.550000,0.000000
2017-03-31,FHLC,19300000,35.753900,0.000000
2017-03-31,FIBG,568000,73.310000,0.000000
2017-03-31,FIDU,9850000,33.576000,0.000000
2017-03-31,FIEE,250000,136.000000,0.000000
2017-03-31,FIEG,2912000,144.800000,0.000000
2017-03-31,FIEU,2314000,105.580000,0.000000
2017-03-31,FIGY,10561000,143.160000,0.000000
2017-03-31,FIHD,350000,140.220000,0.000000
2017-03-31,FILL,1800000,19.476200,0.000000
2017-03-31,FINQ,50000,25.410000,-1265500.000000
2017-03-31,FINU,400004,66.650000,0.000000
2017-03-31,FINX,100000,16.320000,0.000000
2017-03-31,FINZ,143723,14.690000,0.000000
2017-03-31,FITS,100001,25.910000,0.000000
2017-03-31,FIW,5400002,41.658100,0.000000
2017-03-31,FIXD,1000002,50.330000,0.000000
2017-03-31,FJP,1100002,51.310000,0.000000
2017-03-31,FKO,200002,24.560000,0.000000
2017-03-31,FKU,750002,34.580000,0.000000
2017-03-31,FLAG,350000,38.610000,0.000000
2017-03-31,FLCO,2200000,24.212800,0.000000
2017-03-31,FLEU,494000,122.820000,0.000000
2017-03-31,FLGE,6106000,162.710000,0.000000
2017-03-31,FLIO,200000,25.578900,0.000000
2017-03-31,FLLV,200000,26.966500,0.000000
2017-03-31,FLM,300002,52.071300,0.000000
2017-03-31,FLN,8400002,20.950000,5235000.000000
2017-03-31,FLOT,105000000,50.827800,10164900.000000
2017-03-31,FLQD,1000000,27.306200,0.000000
2017-03-31,FLQE,11200000,29.293700,0.000000
2017-03-31,FLQG,800000,27.180300,0.000000
2017-03-31,FLQH,400000,24.702400,0.000000
2017-03-31,FLRN,32300000,30.661500,0.000000
2017-03-31,FLRT,550000,49.513400,0.000000
2017-03-31,FLTB,2400000,50.495000,0.000000
2017-03-31,FLTR,5300000,25.128500,0.000000
2017-03-31,FM,20600000,28.076900,0.000000
2017-03-31,FMAT,6800000,30.505300,0.000000
2017-03-31,FMB,2250002,51.680000,0.000000
2017-03-31,FMF,202000,45.627800,0.000000
2017-03-31,FMK,550002,29.170000,0.000000
